model,dataset,loss
balanced,LUM,0.8879758
balanced,LUM,0.94030553
balanced,LUM,0.94040006
balanced,LUM,0.8632154
balanced,LUM,0.68671954
balanced,LUM,0.8786765
balanced,LUM,0.59518445
balanced,LUM,0.92736876
balanced,LUM,0.8449217
balanced,LUM,0.9374578
balanced,LUM,0.8660569
balanced,LUM,0.8917738
balanced,LUM,0.85886925
balanced,LUM,0.846633
balanced,LUM,0.86399674
balanced,LUM,0.7014159
balanced,LUM,0.92166215
balanced,LUM,0.8103727
balanced,LUM,0.76000696
balanced,LUM,0.66589594
balanced,LUM,0.88235664
balanced,LUM,0.91907114
balanced,LUM,0.7556802
balanced,LUM,0.9368315
balanced,LUM,0.74762833
balanced,LUM,0.7303658
balanced,LUM,0.7686893
balanced,LUM,0.80112433
balanced,LUM,0.749307
balanced,LUM,0.87312114
balanced,LUM,0.9359429
balanced,LUM,0.60185874
balanced,LUM,0.8968014
balanced,LUM,0.89114344
balanced,LUM,0.27376723
balanced,LUM,0.91467893
balanced,LUM,0.84915125
balanced,LUM,0.8934029
balanced,LUM,0.80270016
balanced,LUM,0.68314636
balanced,LUM,0.6580254
balanced,LUM,0.9645763
balanced,LUM,0.7238326
balanced,LUM,0.91645163
balanced,LUM,0.82806
balanced,LUM,0.81872827
balanced,LUM,0.88582563
balanced,LUM,0.92692083
balanced,LUM,0.87877786
balanced,LUM,0.9309008
balanced,LUM,0.79644275
balanced,LUM,0.8555685
balanced,LUM,0.8514147
balanced,LUM,0.8556838
balanced,LUM,0.9578054
balanced,LUM,0.9261979
balanced,LUM,0.8487462
balanced,LUM,0.84071183
balanced,LUM,0.8471824
balanced,LUM,0.8931034
balanced,LUM,0.8238778
balanced,LUM,0.6505472
balanced,LUM,0.9501931
balanced,LUM,0.6686674
balanced,LUM,0.9171484
balanced,LUM,0.9053164
balanced,LUM,0.85116106
balanced,LUM,0.90395737
balanced,LUM,0.8448005
balanced,LUM,0.97232085
balanced,LUM,0.94200754
balanced,LUM,0.79025465
balanced,LUM,0.79971826
balanced,LUM,0.88505924
balanced,LUM,0.9106007
balanced,LUM,0.91163826
balanced,LUM,0.71360433
balanced,LUM,0.8785151
balanced,LUM,0.92955476
balanced,LUM,0.8474629
balanced,LUM,0.9290924
balanced,LUM,0.98185927
balanced,LUM,0.43403178
balanced,LUM,0.7374088
balanced,LUM,0.93264043
balanced,LUM,0.9186836
balanced,LUM,0.7492632
balanced,LUM,0.87774354
balanced,LUM,0.7569526
balanced,LUM,0.9613367
balanced,LUM,0.9289178
balanced,LUM,0.8673711
balanced,LUM,0.84395754
balanced,LUM,0.8438244
balanced,LUM,0.95433974
balanced,LUM,0.92328966
balanced,LUM,0.8759221
balanced,LUM,0.8876877
balanced,LUM,0.7980873
balanced,LUM,0.9557761
balanced,LUM,0.94131386
balanced,LUM,0.8373443
balanced,LUM,0.8535771
balanced,LUM,0.9405765
balanced,LUM,0.9449915
balanced,LUM,0.8952615
balanced,LUM,0.9266223
balanced,LUM,0.7057835
balanced,LUM,0.9444533
balanced,LUM,0.9108584
balanced,LUM,0.7785051
balanced,LUM,0.84896094
balanced,LUM,0.71654665
balanced,LUM,0.42372286
balanced,LUM,0.7125808
balanced,LUM,0.80989873
balanced,LUM,0.8226761
balanced,LUM,0.8968388
balanced,LUM,0.83287317
balanced,LUM,0.8611743
balanced,LUM,0.80790466
balanced,LUM,0.68879056
balanced,LUM,0.4046511
balanced,LUM,0.89295006
balanced,LUM,0.3511408
balanced,LUM,0.7810415
balanced,LUM,0.83543634
balanced,LUM,0.8148563
balanced,LUM,0.6673746
balanced,LUM,0.67488897
balanced,LUM,0.87157893
balanced,LUM,0.89526546
balanced,LUM,0.9470476
balanced,LUM,0.837901
balanced,LUM,0.8252064
balanced,LUM,0.9069107
balanced,LUM,0.77036446
balanced,LUM,0.7311168
balanced,LUM,0.90999603
balanced,LUM,0.88236
balanced,LUM,0.850529
balanced,LUM,0.4155751
balanced,LUM,0.87157965
balanced,LUM,0.6145277
balanced,LUM,0.7783067
balanced,LUM,0.90227556
balanced,LUM,0.5383251
balanced,LUM,0.8374476
balanced,LUM,0.8938697
balanced,LUM,0.88516235
balanced,LUM,0.97241795
balanced,LUM,0.20753795
balanced,LUM,0.93406457
balanced,LUM,0.7789034
balanced,LUM,0.6542667
balanced,LUM,0.68650806
balanced,LUM,0.8512864
balanced,LUM,0.7991781
balanced,LUM,0.8547253
balanced,LUM,0.93398756
balanced,LUM,0.88728714
balanced,LUM,0.87770677
balanced,LUM,0.8272765
balanced,LUM,0.7608973
balanced,LUM,0.84636223
balanced,LUM,0.6770096
balanced,LUM,0.87099254
balanced,LUM,0.95698434
balanced,LUM,0.84254926
balanced,LUM,0.8614165
balanced,LUM,0.7952841
balanced,LUM,0.81086636
balanced,LUM,0.89592487
balanced,LUM,0.82976705
balanced,LUM,0.8478452
balanced,LUM,0.87745875
balanced,LUM,0.723212
balanced,LUM,0.9825143
balanced,LUM,0.5448626
balanced,LUM,0.5808978
balanced,LUM,0.8886184
balanced,LUM,0.73520535
balanced,LUM,0.8917934
balanced,LUM,0.8065909
balanced,LUM,0.94809514
balanced,LUM,0.9272489
balanced,LUM,0.8438185
balanced,LUM,0.8547536
balanced,LUM,0.805499
balanced,LUM,0.69028366
balanced,LUM,0.90567917
balanced,LUM,0.83446217
balanced,LUM,0.87960166
balanced,LUM,0.9368717
balanced,LUM,0.918913
balanced,LUM,0.8786925
balanced,LUM,0.9052678
balanced,LUM,0.91073203
balanced,LUM,0.84921396
balanced,LUM,0.9383618
balanced,LUM,0.896216
balanced,LUM,0.94822156
balanced,LUM,0.74018586
balanced,LUM,0.9301802
balanced,LUM,0.8992473
balanced,LUM,0.87050873
balanced,LUM,0.8151609
balanced,LUM,0.6949445
balanced,LUM,0.9131768
balanced,LUM,0.8903539
balanced,LUM,0.77045
balanced,LUM,0.9186809
balanced,LUM,0.7926815
balanced,LUM,0.8884058
balanced,LUM,0.7189714
balanced,LUM,0.7605016
balanced,LUM,0.89353913
balanced,LUM,0.909549
balanced,LUM,0.9410654
balanced,LUM,0.8851104
balanced,LUM,0.94009596
balanced,LUM,0.95146585
balanced,LUM,0.8087956
balanced,LUM,0.85563135
balanced,LUM,0.90067697
balanced,LUM,0.85493493
balanced,LUM,0.9470764
balanced,LUM,0.8392376
balanced,LUM,0.84799516
balanced,LUM,0.9221941
balanced,LUM,0.9070358
balanced,LUM,0.9401287
balanced,LUM,0.6457048
balanced,LUM,0.9252305
balanced,LUM,0.811811
balanced,LUM,0.8717576
balanced,LUM,0.9261959
balanced,LUM,0.91392684
balanced,LUM,0.8804578
balanced,LUM,0.8827789
balanced,LUM,0.77016914
balanced,LUM,0.9277009
balanced,LUM,0.8219148
balanced,LUM,0.8399483
balanced,LUM,0.18851298
balanced,LUM,0.92715645
balanced,LUM,0.8318206
balanced,LUM,0.94613695
balanced,LUM,0.9701492
balanced,LUM,0.56578207
balanced,LUM,0.6262634
balanced,LUM,0.8635423
balanced,LUM,0.8368025
balanced,LUM,0.90620035
balanced,LUM,0.80754185
balanced,LUM,0.96162724
balanced,LUM,0.86405903
balanced,LUM,0.95209163
balanced,LUM,0.88460493
balanced,LUM,0.96691674
balanced,LUM,0.7842524
balanced,LUM,0.81464994
balanced,LUM,0.5599549
balanced,LUM,0.8452942
balanced,LUM,0.96049374
balanced,LUM,0.8209944
balanced,LUM,0.88919014
balanced,LUM,0.9395204
balanced,LUM,0.8679797
balanced,LUM,0.87948364
balanced,LUM,0.7061292
balanced,LUM,0.8627403
balanced,LUM,0.91876614
balanced,LUM,0.82198715
balanced,LUM,0.7932911
balanced,LUM,0.9244365
balanced,LUM,0.7055058
balanced,LUM,0.5232229
balanced,LUM,0.4558903
balanced,LUM,0.5723392
balanced,LUM,0.80467355
balanced,LUM,0.63599694
balanced,LUM,0.91356725
balanced,LUM,0.8447838
balanced,LUM,0.911809
balanced,LUM,0.8237606
balanced,LUM,0.9188136
balanced,LUM,0.93656963
balanced,LUM,0.84133095
balanced,LUM,0.9732045
balanced,LUM,0.9054173
balanced,LUM,0.93469036
balanced,LUM,0.68226886
balanced,LUM,0.92602783
balanced,LUM,0.9450293
balanced,LUM,0.88397455
balanced,LUM,0.8628212
balanced,LUM,0.5210383
balanced,LUM,0.8825878
balanced,LUM,0.8611846
balanced,LUM,0.92441726
balanced,LUM,0.8145178
balanced,LUM,0.8683765
balanced,LUM,0.94549906
balanced,LUM,0.62234485
balanced,LUM,0.766446
balanced,LUM,0.79401827
balanced,LUM,0.96182936
balanced,LUM,0.875332
balanced,LUM,0.96733797
balanced,LUM,0.9091242
balanced,LUM,0.81114316
balanced,LUM,0.92833817
balanced,LUM,0.87352926
balanced,LUM,0.94216794
balanced,LUM,0.94684386
balanced,LUM,0.8968275
balanced,LUM,0.9125718
balanced,LUM,0.953571
balanced,LUM,0.81381106
balanced,LUM,0.9014947
balanced,LUM,0.8932125
balanced,LUM,0.8529762
balanced,LUM,0.8630233
balanced,LUM,0.8699995
balanced,LUM,0.8131545
balanced,LUM,0.8847229
balanced,LUM,0.83406615
balanced,LUM,0.9444376
balanced,LUM,0.5074984
balanced,LUM,0.9653043
balanced,LUM,0.66124296
balanced,LUM,0.87603265
balanced,LUM,0.79409784
balanced,LUM,0.76736414
balanced,LUM,0.8484434
balanced,LUM,0.94344056
balanced,LUM,0.9048767
balanced,LUM,0.63601035
balanced,LUM,0.8491338
balanced,LUM,0.9330119
balanced,LUM,0.8380107
balanced,LUM,0.34401858
balanced,LUM,0.925741
balanced,LUM,0.7591598
balanced,LUM,0.9213567
balanced,LUM,0.9093804
balanced,LUM,0.9236611
balanced,LUM,0.871222
balanced,LUM,0.8169199
balanced,LUM,0.9407073
balanced,LUM,0.9640756
balanced,LUM,0.75901395
balanced,LUM,0.88911194
balanced,LUM,0.9049649
balanced,LUM,0.9430094
balanced,LUM,0.9302207
balanced,LUM,0.9281435
balanced,LUM,0.9283193
balanced,LUM,0.82120717
balanced,LUM,0.9041947
balanced,LUM,0.8911809
balanced,LUM,0.73691094
balanced,LUM,0.88564986
balanced,LUM,0.88337815
balanced,LUM,0.88779324
balanced,LUM,0.95366484
balanced,LUM,0.7632005
balanced,LUM,0.9608712
balanced,LUM,0.8660008
balanced,LUM,0.8265875
balanced,LUM,0.7339583
balanced,LUM,0.87185
balanced,LUM,0.86953944
balanced,LUM,0.94401824
balanced,LUM,0.9104028
balanced,LUM,0.6823401
balanced,LUM,0.8663263
balanced,LUM,0.7829818
balanced,LUM,0.79251736
balanced,LUM,0.88683516
balanced,LUM,0.5025599
balanced,LUM,0.9491429
balanced,LUM,0.93074405
balanced,LUM,0.8967448
balanced,LUM,0.8377781
balanced,LUM,0.7376923
balanced,LUM,0.82523566
balanced,LUM,0.85007626
balanced,LUM,0.03373015
balanced,LUM,0.85098314
balanced,LUM,0.88347274
balanced,LUM,0.8902767
balanced,LUM,0.8226841
balanced,LUM,0.8326392
balanced,LUM,0.79463077
balanced,LUM,0.84382284
balanced,LUM,0.8691715
balanced,LUM,0.48930073
balanced,LUM,0.7839417
balanced,LUM,0.93770665
balanced,LUM,0.78899777
balanced,LUM,0.6529603
balanced,LUM,0.8894707
balanced,LUM,0.9702295
balanced,LUM,0.8598974
balanced,LUM,0.8235234
balanced,LUM,0.8607763
balanced,LUM,0.80234957
balanced,LUM,0.8983785
balanced,LUM,0.6151935
balanced,LUM,0.8268372
balanced,LUM,0.9190918
balanced,LUM,0.88846326
balanced,LUM,0.8699069
balanced,LUM,0.8888167
balanced,LUM,0.7502265
balanced,LUM,0.7829102
balanced,LUM,0.8825555
balanced,LUM,0.93473077
balanced,LUM,0.82600605
balanced,LUM,0.8841868
balanced,LUM,0.9334417
balanced,LUM,0.71442175
balanced,LUM,0.8054873
balanced,LUM,0.823489
balanced,LUM,0.77112114
balanced,LUM,0.6691569
balanced,LUM,0.8855889
balanced,LUM,0.7479453
balanced,LUM,0.8738413
balanced,LUM,0.84550595
balanced,LUM,0.8321543
balanced,LUM,0.9617724
balanced,LUM,0.9029384
balanced,LUM,0.7923
balanced,LUM,0.7959975
balanced,LUM,0.77293134
balanced,LUM,0.85847443
balanced,LUM,0.756159
balanced,LUM,0.93190783
balanced,LUM,0.9299742
balanced,LUM,0.8082142
balanced,LUM,0.96077746
balanced,LUM,0.88823646
balanced,LUM,0.89894676
balanced,LUM,0.9363168
balanced,LUM,0.93176687
balanced,LUM,0.79617876
balanced,LUM,0.7751308
balanced,LUM,0.79889774
balanced,LUM,0.9129858
balanced,LUM,0.8288096
balanced,LUM,0.9482716
balanced,LUM,0.71416706
balanced,LUM,0.54348636
balanced,LUM,0.90856314
balanced,LUM,0.8943804
balanced,LUM,0.9385379
balanced,LUM,0.9072473
balanced,LUM,0.62122524
balanced,LUM,0.67969525
balanced,LUM,0.68046093
balanced,LUM,0.7242125
balanced,LUM,0.8176162
balanced,LUM,0.92998874
balanced,LUM,0.9207068
balanced,LUM,0.85202557
balanced,LUM,0.9154812
balanced,LUM,0.7274348
balanced,LUM,0.8936826
balanced,LUM,0.85748875
balanced,LUM,0.8506436
balanced,LUM,0.87499136
balanced,LUM,0.9748109
balanced,LUM,0.92044336
balanced,LUM,0.65189904
balanced,LUM,0.89016455
balanced,LUM,0.950848
balanced,LUM,0.9450989
balanced,LUM,0.8547976
balanced,LUM,0.84377986
balanced,LUM,0.9069529
balanced,LUM,0.86242354
balanced,LUM,0.88624054
balanced,LUM,0.88332003
balanced,LUM,0.6482185
balanced,LUM,0.8484423
balanced,LUM,0.8455093
balanced,LUM,0.9076617
balanced,LUM,0.76625216
balanced,LUM,0.92012405
balanced,LUM,0.91779745
balanced,LUM,0.723377
balanced,LUM,0.88392305
balanced,LUM,0.8358595
balanced,LUM,0.95776474
balanced,LUM,0.92866826
balanced,LUM,0.9768076
balanced,LUM,0.86706704
balanced,LUM,0.49765718
balanced,LUM,0.8417701
balanced,LUM,0.74806166
balanced,LUM,0.75756544
balanced,LUM,0.8708224
balanced,LUM,0.89335006
balanced,LUM,0.85709304
balanced,LUM,0.86381716
balanced,LUM,0.8936153
balanced,LUM,0.25961262
balanced,LUM,0.6791865
balanced,LUM,0.73908746
balanced,LUM,0.9590126
balanced,LUM,0.6255264
balanced,LUM,0.676914
balanced,LUM,0.9141902
balanced,LUM,0.91576177
balanced,LUM,0.9262707
balanced,LUM,0.8341951
balanced,LUM,0.8743016
balanced,LUM,0.8979
balanced,LUM,0.95991427
balanced,LUM,0.83954144
balanced,LUM,0.8098045
balanced,LUM,0.81763446
balanced,LUM,0.9343489
balanced,LUM,0.8858546
balanced,LUM,0.88176644
balanced,LUM,0.9091005
balanced,LUM,0.8413509
balanced,LUM,0.9324202
balanced,LUM,0.8625726
balanced,LUM,0.81551325
balanced,LUM,0.737514
balanced,LUM,0.8689038
balanced,LUM,0.8924481
balanced,LUM,0.8511483
balanced,LUM,0.92620414
balanced,LUM,0.9639903
balanced,LUM,0.8631563
balanced,LUM,0.70587337
balanced,LUM,0.80992496
balanced,LUM,0.8634476
balanced,LUM,0.9274989
balanced,LUM,0.51340866
balanced,LUM,0.88376516
balanced,LUM,0.7922021
balanced,LUM,0.78788406
balanced,LUM,0.93453753
balanced,LUM,0.83493006
balanced,LUM,0.9172336
balanced,LUM,0.72129977
balanced,LUM,0.8797788
balanced,LUM,0.842381
balanced,LUM,0.7882384
balanced,LUM,0.82688165
balanced,LUM,0.83823
balanced,LUM,0.8470889
balanced,LUM,0.9588414
balanced,LUM,0.8000788
balanced,LUM,0.88618445
balanced,LUM,0.37296468
balanced,LUM,0.8552341
balanced,LUM,0.821401
balanced,LUM,0.94220144
balanced,LUM,0.7097692
balanced,LUM,0.9240606
balanced,LUM,0.8487333
balanced,LUM,0.94160557
balanced,LUM,0.91803557
balanced,LUM,0.90564317
balanced,LUM,0.8842921
balanced,LUM,0.85567605
balanced,LUM,0.90816635
balanced,LUM,0.9264236
balanced,LUM,0.9531501
balanced,LUM,0.91919786
balanced,LUM,0.73986816
balanced,LUM,0.75137925
balanced,LUM,0.75440025
balanced,LUM,0.86671185
balanced,LUM,0.5023748
balanced,LUM,0.8524996
balanced,LUM,0.5876121
balanced,LUM,0.95854056
balanced,LUM,0.4763437
balanced,LUM,0.8523288
balanced,LUM,0.874648
balanced,LUM,0.6544919
balanced,LUM,0.7883399
balanced,LUM,0.9210475
balanced,LUM,0.84218514
balanced,LUM,0.90631497
balanced,LUM,0.85330665
balanced,LUM,0.53266877
balanced,LUM,0.8815724
balanced,LUM,0.96021634
balanced,LUM,0.79794306
balanced,LUM,0.88770175
balanced,LUM,0.9414133
balanced,LUM,0.76483977
balanced,LUM,0.8523716
balanced,LUM,0.92462325
balanced,LUM,0.84147453
balanced,LUM,0.96563464
balanced,LUM,0.9630554
balanced,LUM,0.85068715
balanced,LUM,0.85133904
balanced,LUM,0.81858367
balanced,LUM,0.9275794
balanced,LUM,0.9352011
balanced,LUM,0.9342999
balanced,LUM,0.8946024
balanced,LUM,0.8375983
balanced,LUM,0.9270219
balanced,LUM,0.86113566
balanced,LUM,0.93736655
balanced,LUM,0.5281912
balanced,LUM,0.6836524
balanced,LUM,0.8210386
balanced,LUM,0.9616676
balanced,LUM,0.88356596
balanced,LUM,0.7506432
balanced,LUM,0.9575125
balanced,LUM,0.85598177
balanced,LUM,0.8982585
balanced,LUM,0.8824354
balanced,LUM,0.914564
balanced,LUM,0.88914543
balanced,LUM,0.85837996
balanced,LUM,0.78815293
balanced,LUM,0.6235684
balanced,LUM,0.86083895
balanced,LUM,0.95436627
balanced,LUM,0.69581056
balanced,LUM,0.75311744
balanced,LUM,0.81733
balanced,LUM,0.88873595
balanced,LUM,0.88063747
balanced,LUM,0.93538284
balanced,LUM,0.77153504
balanced,LUM,0.82164127
balanced,LUM,0.15559268
balanced,LUM,0.7864639
balanced,LUM,0.55903244
balanced,LUM,0.86888194
balanced,LUM,0.8691722
balanced,LUM,0.8829475
balanced,LUM,0.9424657
balanced,LUM,0.9493893
balanced,LUM,0.8411466
balanced,LUM,0.9437046
balanced,LUM,0.88910973
balanced,LUM,0.8669584
balanced,LUM,0.8832767
balanced,LUM,0.7631973
balanced,LUM,0.8922583
balanced,LUM,0.8258057
balanced,LUM,0.8397273
balanced,LUM,0.54835474
balanced,LUM,0.78718746
balanced,LUM,0.90600157
balanced,LUM,0.8594359
balanced,LUM,0.92636174
balanced,LUM,0.7788249
balanced,LUM,0.5876502
balanced,LUM,0.9659072
balanced,LUM,0.8034692
balanced,LUM,0.8542666
balanced,LUM,0.8414941
balanced,LUM,0.85813767
balanced,LUM,0.84480345
balanced,LUM,0.38858032
balanced,LUM,0.7901927
balanced,LUM,0.9112259
balanced,LUM,0.83217245
balanced,LUM,0.9368506
balanced,LUM,0.8708384
balanced,LUM,0.8209423
balanced,LUM,0.9048298
balanced,LUM,0.9132245
balanced,LUM,0.7766446
balanced,LUM,0.9269659
balanced,LUM,0.9050356
balanced,LUM,0.9466807
balanced,LUM,0.812738
balanced,LUM,0.895342
balanced,LUM,0.91686296
balanced,LUM,0.8762617
balanced,LUM,0.81540835
balanced,LUM,0.67891407
balanced,LUM,0.8707981
balanced,LUM,0.72575855
balanced,LUM,0.860399
balanced,LUM,0.83897984
balanced,LUM,0.80362505
balanced,LUM,0.90632606
balanced,LUM,0.8800929
balanced,LUM,0.72293353
balanced,LUM,0.85094047
balanced,LUM,0.9094269
balanced,LUM,0.8723827
balanced,LUM,0.83142763
balanced,LUM,0.8520747
balanced,LUM,0.8653274
balanced,LUM,0.7682204
balanced,LUM,0.8967344
balanced,LUM,0.9139809
balanced,LUM,0.7400744
balanced,LUM,0.8071108
balanced,LUM,0.858585
balanced,LUM,0.84085566
balanced,LUM,0.9279114
balanced,LUM,0.9475515
balanced,LUM,0.8090652
balanced,LUM,0.86436236
balanced,LUM,0.91420513
balanced,LUM,0.9459424
balanced,LUM,0.9583637
balanced,LUM,0.8540108
balanced,LUM,0.92302305
balanced,LUM,0.83002084
balanced,LUM,0.73031485
balanced,LUM,0.9278386
balanced,LUM,0.9421349
balanced,LUM,0.68141776
balanced,LUM,0.8017596
balanced,LUM,0.67638195
balanced,LUM,0.8357632
balanced,LUM,0.74929416
balanced,LUM,0.8280734
balanced,LUM,0.9352411
balanced,LUM,0.7008486
balanced,LUM,0.86211807
balanced,LUM,0.9520977
balanced,LUM,0.78965056
balanced,LUM,0.92636275
balanced,LUM,0.91831803
balanced,LUM,0.39462483
balanced,LUM,0.95787936
balanced,LUM,0.93504894
balanced,LUM,0.77500874
balanced,LUM,0.5623402
balanced,LUM,0.8947427
balanced,LUM,0.81693923
balanced,LUM,0.9638523
balanced,LUM,0.6674411
balanced,LUM,0.8821703
balanced,LUM,0.7851306
balanced,LUM,0.72231334
balanced,LUM,0.85123086
balanced,LUM,0.83961445
balanced,LUM,0.7609476
balanced,LUM,0.7853199
balanced,LUM,0.8947503
balanced,LUM,0.89964026
balanced,LUM,0.82718724
balanced,LUM,0.91412044
balanced,LUM,0.7812694
balanced,LUM,0.9179077
balanced,LUM,0.80214214
balanced,LUM,0.876592
balanced,LUM,0.9533264
balanced,LUM,0.90626705
balanced,LUM,0.6816251
balanced,LUM,0.85597265
balanced,LUM,0.9280223
balanced,LUM,0.84014547
balanced,LUM,0.8261647
balanced,LUM,0.50835896
balanced,LUM,0.51683277
balanced,LUM,0.8717717
balanced,LUM,0.71760035
balanced,LUM,0.9034665
balanced,LUM,0.7817046
balanced,LUM,0.91130674
balanced,LUM,0.95297337
balanced,LUM,0.7371894
balanced,LUM,0.8141749
balanced,LUM,0.93583304
balanced,LUM,0.8673936
balanced,LUM,0.95696974
balanced,LUM,0.95013005
balanced,LUM,0.82759666
balanced,LUM,0.85618067
balanced,LUM,0.6187018
balanced,LUM,0.7154601
balanced,LUM,0.73407215
balanced,LUM,0.8845887
balanced,LUM,0.90463203
balanced,LUM,0.9361733
balanced,LUM,0.9601168
balanced,LUM,0.89823794
balanced,LUM,0.9015984
balanced,LUM,0.8332032
balanced,LUM,0.9608169
balanced,LUM,0.49658448
balanced,LUM,0.84176683
balanced,LUM,0.9037521
balanced,LUM,0.85406536
balanced,LUM,0.42687583
balanced,LUM,0.80494267
balanced,LUM,0.6134393
balanced,LUM,0.73414266
balanced,LUM,0.8587797
balanced,LUM,0.93028563
balanced,LUM,0.8864063
balanced,LUM,0.92927045
balanced,LUM,0.6946501
balanced,LUM,0.9499056
balanced,LUM,0.62499905
balanced,LUM,0.9056211
balanced,LUM,0.90830076
balanced,LUM,0.8981081
balanced,LUM,0.82675993
balanced,LUM,0.7880507
balanced,LUM,0.8198882
balanced,LUM,0.7814295
balanced,LUM,0.79994863
balanced,LUM,0.82244194
balanced,LUM,0.9613136
balanced,LUM,0.9394205
balanced,LUM,0.8381087
balanced,LUM,0.91692066
balanced,LUM,0.82104665
balanced,LUM,0.7996326
balanced,LUM,0.86009777
balanced,LUM,0.7958171
balanced,LUM,0.82775986
balanced,LUM,0.7113044
balanced,LUM,0.9615838
balanced,LUM,0.80106485
balanced,LUM,0.82724667
balanced,LUM,0.88448
balanced,LUM,0.68647623
balanced,LUM,0.84934616
balanced,LUM,0.87457156
balanced,LUM,0.9103706
balanced,LUM,0.768443
balanced,LUM,0.70596135
balanced,LUM,0.97167194
balanced,LUM,0.8025392
balanced,LUM,0.8707827
balanced,LUM,0.92293817
balanced,LUM,0.91635424
balanced,LUM,0.8529842
balanced,LUM,0.89923334
balanced,LUM,0.8524821
balanced,LUM,0.8047444
balanced,LUM,0.8719389
balanced,LUM,0.91035545
balanced,LUM,0.95857966
balanced,LUM,0.8473796
balanced,LUM,0.8352488
balanced,LUM,0.8581346
balanced,LUM,0.93143106
balanced,LUM,0.91213083
balanced,LUM,0.7285422
balanced,LUM,0.70110136
balanced,LUM,0.8329556
balanced,LUM,0.8201605
balanced,LUM,0.72390455
balanced,LUM,0.895215
balanced,LUM,0.9309972
balanced,LUM,0.9400056
balanced,LUM,0.81697935
balanced,LUM,0.85043085
balanced,LUM,0.8712647
balanced,LUM,0.7919402
balanced,LUM,0.8206362
balanced,LUM,0.80130917
balanced,LUM,0.9559712
balanced,LUM,0.9007397
balanced,LUM,0.88535756
balanced,LUM,0.887059
balanced,LUM,0.90898883
balanced,LUM,0.9147619
balanced,LUM,0.8934639
balanced,LUM,0.891893
balanced,LUM,0.94539356
balanced,LUM,0.90081304
balanced,LUM,0.6955807
balanced,LUM,0.9451703
balanced,LUM,0.77852213
balanced,LUM,0.88669705
balanced,LUM,0.93245023
balanced,LUM,0.9354383
balanced,LUM,0.76624095
balanced,LUM,0.9071308
balanced,LUM,0.82593244
balanced,LUM,0.7800797
balanced,LUM,0.82349926
balanced,LUM,0.9223989
balanced,LUM,0.84459305
balanced,LUM,0.8294987
balanced,LUM,0.91945124
balanced,LUM,0.9174164
balanced,LUM,0.82277274
balanced,LUM,0.9743857
balanced,LUM,0.9493926
balanced,LUM,0.8614415
balanced,LUM,0.8796182
balanced,LUM,0.9127799
balanced,LUM,0.9184765
balanced,LUM,0.84387016
balanced,LUM,0.79789686
balanced,LUM,0.8010277
balanced,LUM,0.832797
balanced,LUM,0.9035512
balanced,LUM,0.8572061
balanced,LUM,0.75753653
balanced,LUM,0.84601116
balanced,LUM,0.9254852
balanced,LUM,0.7766771
balanced,LUM,0.36424273
balanced,LUM,0.85511345
balanced,LUM,0.83378017
balanced,LUM,0.82390803
balanced,LUM,0.71526355
balanced,LUM,0.91510195
balanced,LUM,0.9030089
balanced,LUM,0.9162316
balanced,LUM,0.8552058
balanced,LUM,0.741782
balanced,LUM,0.9112494
balanced,LUM,0.8235568
balanced,LUM,0.7662314
balanced,LUM,0.8590321
balanced,LUM,0.8433645
balanced,LUM,0.9266048
balanced,LUM,0.8654109
balanced,LUM,0.9134908
balanced,LUM,0.8300488
balanced,LUM,0.90499175
balanced,LUM,0.8884426
balanced,LUM,0.9292496
balanced,LUM,0.84967136
balanced,LUM,0.91428083
balanced,LUM,0.9214325
balanced,LUM,0.70584714
balanced,LUM,0.90672547
balanced,LUM,0.71181357
balanced,LUM,0.6950155
balanced,LUM,0.8751052
balanced,LUM,0.8067268
balanced,LUM,0.9338535
balanced,LUM,0.6307967
balanced,LUM,0.85804963
balanced,LUM,0.9484819
balanced,LUM,0.8308147
balanced,LUM,0.85346174
balanced,LUM,0.9389994
balanced,LUM,0.9064854
balanced,LUM,0.9051726
balanced,LUM,0.7400459
balanced,LUM,0.87979233
balanced,LUM,0.86324704
balanced,LUM,0.8774205
balanced,LUM,0.58329964
balanced,LUM,0.7672297
balanced,LUM,0.9715706
balanced,LUM,0.7563974
balanced,LUM,0.8640164
balanced,LUM,0.9231786
balanced,LUM,0.9644836
balanced,LUM,0.8279457
balanced,LUM,0.7944053
balanced,LUM,0.8369594
balanced,LUM,0.9103187
balanced,LUM,0.8646519
balanced,LUM,0.9159405
balanced,LUM,0.9568934
balanced,LUM,0.92166895
balanced,LUM,0.9166816
balanced,LUM,0.9268546
balanced,LUM,0.73797035
balanced,LUM,0.89584583
balanced,LUM,0.88699424
balanced,LUM,0.6713065
balanced,LUM,0.78291905
balanced,LUM,0.9560096
balanced,LUM,0.8103855
balanced,LUM,0.8954424
balanced,LUM,0.8993803
balanced,LUM,0.87968946
balanced,LUM,0.92892087
balanced,LUM,0.8302897
balanced,LUM,0.961057
balanced,LUM,0.9042175
balanced,LUM,0.89006406
balanced,LUM,0.9148318
balanced,LUM,0.74709034
balanced,LUM,0.81982875
balanced,LUM,0.799358
balanced,LUM,0.87972283
balanced,LUM,0.7465863
balanced,LUM,0.60944295
balanced,LUM,0.93452716
balanced,LUM,0.8234433
balanced,LUM,0.9231701
balanced,LUM,0.92665493
balanced,LUM,0.9468579
